query_kind,query_ref,candidate_kind,candidate_ref,label,why
pim_product,LKP-PIM-MULTI-03,atlas_source_product,atl-lookup-a:VARIANT-00,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-MULTI-04,atlas_source_product,atl-lookup-a:EXACT-06,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-MULTI-04,atlas_source_product,atl-lookup-a:DIRTY-06,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-MULTI-05,atlas_source_product,atl-lookup-b:EXACT-01,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-MULTI-05,atlas_source_product,atl-lookup-a:PHOTO-04,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-MULTI-06,atlas_source_product,atl-lookup-a:NAMEONLY-00,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-MULTI-06,atlas_source_product,atl-lookup-a:DIRTY-08,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-MULTI-07,atlas_source_product,atl-lookup-a:PHOTO-06,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-MULTI-07,atlas_source_product,atl-lookup-b:EXACT-09,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-MULTI-08,atlas_source_product,atl-lookup-b:PHOTO-01,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-MULTI-08,atlas_source_product,atl-lookup-a:NAMEONLY-08,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-MULTI-09,atlas_source_product,atl-lookup-b:EXACT-05,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-MULTI-09,atlas_source_product,atl-lookup-b:PHOTO-05,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-DIRTY-00,atlas_source_product,atl-lookup-a:NAMEONLY-02,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-DIRTY-00,atlas_source_product,atl-lookup-b:VARIANT-01,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-DIRTY-01,atlas_source_product,atl-lookup-b:VARIANT-01,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-DIRTY-01,atlas_source_product,atl-lookup-a:EXACT-06,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-DIRTY-02,atlas_source_product,atl-lookup-b:PHOTO-05,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-DIRTY-02,atlas_source_product,atl-lookup-b:NAMEONLY-01,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-DIRTY-03,atlas_source_product,atl-lookup-b:VARIANT-01,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-DIRTY-03,atlas_source_product,atl-lookup-a:NAMEONLY-08,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-DIRTY-04,atlas_source_product,atl-lookup-b:VARIANT-03,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-DIRTY-04,atlas_source_product,atl-lookup-b:MULTI-01,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-DIRTY-05,atlas_source_product,atl-lookup-b:EXACT-01,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-DIRTY-05,atlas_source_product,atl-lookup-a:PHOTO-04,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-DIRTY-06,atlas_source_product,atl-lookup-a:MULTI-00,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-DIRTY-06,atlas_source_product,atl-lookup-a:VARIANT-00,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-DIRTY-07,atlas_source_product,atl-lookup-a:PHOTO-02,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-DIRTY-07,atlas_source_product,atl-lookup-b:VARIANT-05,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-DIRTY-08,atlas_source_product,atl-lookup-b:MULTI-05,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-DIRTY-08,atlas_source_product,atl-lookup-b:EXACT-09,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-DIRTY-09,atlas_source_product,atl-lookup-a:NAMEONLY-06,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-DIRTY-09,atlas_source_product,atl-lookup-b:EXACT-03,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-NAMEONLY-00,atlas_source_product,atl-lookup-a:VARIANT-02,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-NAMEONLY-00,atlas_source_product,atl-lookup-b:EXACT-03,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-NAMEONLY-01,atlas_source_product,atl-lookup-a:MULTI-04,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-NAMEONLY-01,atlas_source_product,atl-lookup-b:PHOTO-07,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-NAMEONLY-02,atlas_source_product,atl-lookup-b:VARIANT-03,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-NAMEONLY-02,atlas_source_product,atl-lookup-b:MULTI-07,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-NAMEONLY-03,atlas_source_product,atl-lookup-b:VARIANT-01,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-NAMEONLY-03,atlas_source_product,atl-lookup-a:DIRTY-06,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-NAMEONLY-04,atlas_source_product,atl-lookup-a:VARIANT-04,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-NAMEONLY-04,atlas_source_product,atl-lookup-b:PHOTO-01,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-NAMEONLY-05,atlas_source_product,atl-lookup-a:PHOTO-00,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-NAMEONLY-05,atlas_source_product,atl-lookup-a:DIRTY-00,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-NAMEONLY-06,atlas_source_product,atl-lookup-b:EXACT-07,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-NAMEONLY-06,atlas_source_product,atl-lookup-a:PHOTO-00,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-NAMEONLY-07,atlas_source_product,atl-lookup-a:PHOTO-06,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-NAMEONLY-07,atlas_source_product,atl-lookup-a:DIRTY-04,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-NAMEONLY-08,atlas_source_product,atl-lookup-a:DIRTY-04,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-NAMEONLY-08,atlas_source_product,atl-lookup-a:PHOTO-04,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-NAMEONLY-09,atlas_source_product,atl-lookup-a:PHOTO-06,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-NAMEONLY-09,atlas_source_product,atl-lookup-a:DIRTY-06,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-PHOTO-00,atlas_source_product,atl-lookup-a:MULTI-02,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-PHOTO-00,atlas_source_product,atl-lookup-b:DIRTY-09,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-PHOTO-01,atlas_source_product,atl-lookup-b:NAMEONLY-01,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-PHOTO-01,atlas_source_product,atl-lookup-b:MULTI-07,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-PHOTO-02,atlas_source_product,atl-lookup-b:MULTI-09,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-PHOTO-02,atlas_source_product,atl-lookup-b:DIRTY-07,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-PHOTO-03,atlas_source_product,atl-lookup-b:VARIANT-09,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-PHOTO-03,atlas_source_product,atl-lookup-b:DIRTY-03,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-PHOTO-04,atlas_source_product,atl-lookup-b:DIRTY-03,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-PHOTO-04,atlas_source_product,atl-lookup-b:MULTI-07,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-PHOTO-05,atlas_source_product,atl-lookup-b:EXACT-01,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-PHOTO-05,atlas_source_product,atl-lookup-b:NAMEONLY-05,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-PHOTO-06,atlas_source_product,atl-lookup-a:VARIANT-06,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-PHOTO-06,atlas_source_product,atl-lookup-a:NAMEONLY-00,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-PHOTO-07,atlas_source_product,atl-lookup-b:MULTI-07,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-PHOTO-07,atlas_source_product,atl-lookup-b:DIRTY-01,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-PHOTO-08,atlas_source_product,atl-lookup-a:NAMEONLY-00,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-PHOTO-08,atlas_source_product,atl-lookup-a:MULTI-06,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-PHOTO-09,atlas_source_product,atl-lookup-a:VARIANT-02,no,Random negative: unrelated products sampled across families — negative baseline.
pim_product,LKP-PIM-PHOTO-09,atlas_source_product,atl-lookup-b:EXACT-01,no,Random negative: unrelated products sampled across families — negative baseline.
